country,category,indicator,response,category_id,indicator_id
Togo,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,5,5,14
Togo,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No response,5,15
Togo,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Togo,Virological surveillance,Average number of virological samples processed per week (2024),33,6,32
Togo,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Togo,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Togo,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Togo,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
Togo,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Togo,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Togo,Virological surveillance,RT-PCR,Yes,6,24
Togo,Virological surveillance,Virus Isolation capacity,Yes,6,25
Togo,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Togo,Virological surveillance,Sequencing capacity,Yes,6,66
Togo,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Togo,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,Yes,8,34
Togo,Data reporting & use,Does the country report to the FluID?,Yes,8,31
Togo,Data reporting & use,Reporting consistency (2023-2024),1,8,61
Togo,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Togo,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Togo,Data reporting & use,Has the country performed a burden of disease analysis?,In progress,8,36
Togo,Data reporting & use,What year was it performed?,No,8,37
Togo,Data reporting & use,What was the estimated burden?,N/A,8,38
Togo,Data reporting & use,Was it published? If yes provide link,N/A,8,39
Togo,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Togo,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Togo,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Togo,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Togo,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Togo,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
Togo,Pandemic preparedness and response,Year plan Last updated,2023,10,46
Togo,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No response,10,47
Togo,Pandemic preparedness and response,Influenza specific,No response,10,48
Togo,Pandemic preparedness and response,COVID-19 specific,No response,10,49
Togo,Pandemic preparedness and response,All Hazards,No,10,50
Togo,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Togo,Pandemic preparedness and response,Year simulation conducted,No,10,52
Togo,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Togo,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Togo,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Togo,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Togo,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Togo,Zoonotic Influenza surveillance,"If yes, when",N/A,12,58
Togo,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Uganda,Population and Economy,Population,48656601,1,1
Uganda,Population and Economy,Total Health Expenditure,4.67,1,2
Uganda,Population and Economy,Life expectancy,64,1,3
Uganda,Mortality per 100 000 population,All cause/all ages,1058.2,2,4
Uganda,Mortality per 1000 live births,All cause/under 5 years,40.5,3,5
Uganda,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Uganda,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Uganda,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Uganda,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,7,4,9
Uganda,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Uganda,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Uganda,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,IDSR 3rd Edition,5,12
Uganda,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Uganda,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,7,5,14
Uganda,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,Yes,5,15
Uganda,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Uganda,Virological surveillance,Average number of virological samples processed per week (2024),55,6,32
Uganda,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Uganda,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Uganda,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Uganda,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
Uganda,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Uganda,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Uganda,Virological surveillance,RT-PCR,Yes,6,24
Uganda,Virological surveillance,Virus Isolation capacity,Yes,6,25
Uganda,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Uganda,Virological surveillance,Sequencing capacity,Yes,6,66
Uganda,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Uganda,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Uganda,Data reporting & use,Does the country report to the FluID?,No,8,31
Uganda,Data reporting & use,Reporting consistency (2023-2024),1,8,61
Uganda,Data reporting & use,Does the country report to the FluNet?,No,8,33
Uganda,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Uganda,Data reporting & use,Has the country performed a burden of disease analysis?,Yes,8,36
Uganda,Data reporting & use,What year was it performed?,2019,8,37
Uganda,Data reporting & use,Was it published? If yes provide link,https://pubmed.ncbi.nlm.nih.gov/31306466/,8,39
Uganda,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Uganda,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Uganda,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Uganda,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Uganda,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Uganda,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Uganda,Pandemic preparedness and response,Year plan Last updated,N/A,10,46
Uganda,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Uganda,Pandemic preparedness and response,Influenza specific,Yes 2019,10,48
Uganda,Pandemic preparedness and response,COVID-19 specific,Yes,10,49
Uganda,Pandemic preparedness and response,All Hazards,No response,10,50
Uganda,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Uganda,Pandemic preparedness and response,Year simulation conducted,No,10,52
Uganda,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Uganda,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Uganda,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Uganda,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Uganda,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
Uganda,Zoonotic Influenza surveillance,"If yes, when",2017,12,58
Uganda,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
United Republic of Tanzania,Population and Economy,Population,66617606,1,1
United Republic of Tanzania,Population and Economy,Total Health Expenditure,3.36,1,2
United Republic of Tanzania,Population and Economy,Life expectancy,67,1,3
United Republic of Tanzania,Mortality per 100 000 population,All cause/all ages,1000.5,2,4
United Republic of Tanzania,Mortality per 1000 live births,All cause/under 5 years,40.5,3,5
United Republic of Tanzania,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
United Republic of Tanzania,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
United Republic of Tanzania,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
United Republic of Tanzania,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,28,4,9
United Republic of Tanzania,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
United Republic of Tanzania,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
United Republic of Tanzania,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
