"country","category","indicator","response"
"Togo","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","No response"
"Togo","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Togo","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","Yes"
"Togo","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Togo","Pandemic preparedness and response","Influenza specific","No response"
"Togo","Pandemic preparedness and response","Year plan Last updated","2023"
"Togo","Pandemic preparedness and response","Year simulation conducted","No"
"Togo","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"Togo","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Togo","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Togo","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"Togo","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","No"
"Togo","Zoonotic Influenza surveillance","If yes, when","N/A"
"Uganda","Population and Economy","Life expectancy","64"
"Uganda","Population and Economy","Population","48656601"
"Uganda","Population and Economy","Total Health Expenditure","4.67"
"Uganda","Mortality per 100 000 population","All cause/all ages","1058.2"
"Uganda","Mortality per 1000 live births","All cause/under 5 years","40.5"
"Uganda","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Uganda","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","7"
"Uganda","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","IDSR 3rd Edition"
"Uganda","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","7"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","IDSR 3rd Edition"
"Uganda","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Uganda","Virological surveillance","Antiviral susceptibility testing capability","No"
"Uganda","Virological surveillance","Average number of virological samples processed per week (2024)","55"
"Uganda","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Uganda","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Uganda","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Uganda","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Uganda","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Uganda","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Uganda","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Uganda","Virological surveillance","RT-PCR","Yes"
"Uganda","Virological surveillance","Sequencing capacity","Yes"
"Uganda","Virological surveillance","Type of virological surveillance","Sentinel"
"Uganda","Virological surveillance","Virus Isolation capacity","Yes"
"Uganda","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Uganda","Data reporting & use","Does the country report to the FluID?","No"
"Uganda","Data reporting & use","Does the country report to the FluNet?","No"
"Uganda","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Uganda","Data reporting & use","Has the country performed a burden of disease analysis?","Yes"
"Uganda","Data reporting & use","Reporting consistency (2023-2024)","1"
"Uganda","Data reporting & use","Was it published? If yes provide link","https://pubmed.ncbi.nlm.nih.gov/31306466/"
"Uganda","Data reporting & use","What year was it performed?","2019"
"Uganda","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Uganda","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Uganda","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No response"
"Uganda","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Uganda","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Uganda","Pandemic preparedness and response","All Hazardzs","No response"
"Uganda","Pandemic preparedness and response","COVID-19 specific","Yes"
"Uganda","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","Yes"
"Uganda","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Uganda","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Uganda","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Uganda","Pandemic preparedness and response","Influenza specific","Yes 2019"
"Uganda","Pandemic preparedness and response","Year plan Last updated","N/A"
"Uganda","Pandemic preparedness and response","Year simulation conducted","No"
"Uganda","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"Uganda","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Uganda","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Uganda","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"Uganda","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","Yes"
"Uganda","Zoonotic Influenza surveillance","If yes, when","2017"
"United Republic of Tanzania","Population and Economy","Life expectancy","67"
"United Republic of Tanzania","Population and Economy","Population","66617606"
"United Republic of Tanzania","Population and Economy","Total Health Expenditure","3.36"
"United Republic of Tanzania","Mortality per 100 000 population","All cause/all ages","1000.5"
"United Republic of Tanzania","Mortality per 1000 live births","All cause/under 5 years","40.5"
"United Republic of Tanzania","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"United Republic of Tanzania","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","28"
"United Republic of Tanzania","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","WHO 2014"
"United Republic of Tanzania","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"United Republic of Tanzania","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"United Republic of Tanzania","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"United Republic of Tanzania","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","25"
"United Republic of Tanzania","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"United Republic of Tanzania","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
